source,prediction,reference,bleu
"aber putins lächeln wirkte schmallippig und er strahlte kaum wärme aus, selbst für seine zurückhaltenden verhältnisse.","however, putins is a little more than",but mr putins smile looked thin and he was hardly oozing warmth even by his own restrained standards.,0.0069
recep tayyip erdogan hingegen sprach wiederholt von seinem lieben freund putin - laut einem bericht ganze fünf male.,"ren, thecepy erdogan has","recep tayyip erdogan by contrast talked repeatedly of his dear friend mr putin - five times, according to one report.",0.0015
"er versprach auch, dass die beziehungen zu russland nicht nur zu ihrem alten niveau vor der krise zurückkehren würden, sondern sich sogar noch verbessern werden.",he also promised that relations with russia would not,"he also pledged that relations with russia would return not just to their pre-crisis level, but even higher.",0.1953
"am nächsten tag beschrieb eine zeitung, dass sich erdogan so benommen hätte, als wäre nie etwas schlimmes geschehen.","on the next day, a newspaper described that",the next day one newspaper here described mr erdogan as acting as if nothing bad had ever happened.,0.02
mir schien sein enthusiasmus eher das gegenteil anzudeuten.,i have now been more likely to increase,"to me, his enthusiasm implied the opposite.",0.0278
"aber eine von putin ausstrahlende, nachhaltige kühle zeigte, dass der staatschef russlands nichts vergessen hatte.",but one of putin from the absen,but a lingering coolness emanating from mr putin showed that russias leader has forgotten nothing.,0.0139
"vielmehr war die ursache der krise das erste, was er in seinen einführungsworten erwähnte: der abschuss eines russischen kampfflugzeugs an der syrischen grenze durch die türkei.","instead, the causes of the crisis was","in fact, the cause of the crisis was the first thing he mentioned in his opening comments: turkeys shooting down of a russian fighter plane on the syrian border.",0.0188
moskaus reaktion zu der zeit war wutentbrannt.,a little reaction to the time was called.,moscows reaction at the time was furious.,0.1477
"putin teilte aus und beschuldigte ankara, russland in den rücken gefallen zu sein.",putin was told and accused of ankara to,"mr putin lashed out, accusing ankara of stabbing moscow in the back.",0.0222
"das vergehen war sogar noch größer, da es von einem vermeintlichen freund begangen wurde.","this was even greater, since it was","the offence was even greater, coming from a supposed friend.",0.1065
"das vetrauen wieder aufzubauen wird schwierig, wenn nicht sogar unmöglich werden.",the v-genue will be re,"rebuilding real trust will be hard, perhaps impossible.",0.0624
die öffentliche meinung in russland hat sich seit november gewandelt.,the public opinion in russia has changed since november,russian public opinion has also turned since november.,0.0603
"monate lang führten die staatlich kontrollierten medien einen heftigen, uneingeschränkten angriff auf ankara aus.","in months, the state-owned media has","for months, state-controlled media conducted a staggering, all-out offensive against ankara.",0.0211
"auf einmal schien es, als würden die türken für alles die schuld tragen.","once again, it would lead to the","all of a sudden, it seemed like turks were to blame for everything.",0.0167
"am ernsthaftesten waren die anschuldigungen von leitenden beamten, dass erdogans eigene familie vom illegalen ölhandel in gebieten syriens profitiert hätte, die vom sogenannten islamischen staat kontrolliert werden.",the most serious accusations of lengthy,most serious were accusations from top officials that mr erdogans own family has profited from an illegal trade in oil from areas of syria controlled by the so-called islamic state.,0.002
"aber in st.petersburg lautete die offizielle botschaft, dass es zeit sei, nach vorne zu blicken.","but in st-2002, the official message",but in st. petersburg came the official message that its time to move on.,0.067
"schließlich fand dieses treffen nur deshalb statt, weil putin vom präsidenten erdogan die entschuldigung erhielt, die er hören wollte.","finally, this meeting was only held because","after all, this meeting only happened because mr putin got the apology he demanded from president erdogan.",0.0199
russland konnte eine art sieg verbuchen.,russia has been able to spread a kind,russia could claim a victory of sorts.,0.033
für ankara liegen die vorteile eines waffenstillstands klar auf der hand.,the benefits of a ceasefire are clear,for ankara the benefits of calling a truce are clear.,0.121
"erdogan benötigt in erster linie alle freunde, die er bekommen kann, nachdem er letzten monat bei einem gescheiterten staatsstreich fast seines amtes enthoben wurde.",erdogan needs first of all frien,"first and foremost, erdogan needs all the friends he can get after he was nearly ousted from power last month in a failed coup.",0.0051
wiederholte terrorangriffe auf die türkei haben ihn ebenfalls erschüttert.,"once again, terrorist attacks on turkey have",repeat terror attacks on turkey have clearly shaken him too.,0.2678
aber es gibt auch wirtschaftliche motive.,but there are also economic motives.,there is also an economic motive.,0.0537
"russische sanktionen haben die türkei hart getroffen - insbesondere das verbot von charterflügen, die jedes jahr üblicherweise mehrere millionen russische touristen an die türkische küste bringen.",russian sanctions have made turkey hard - particularly,"russian sanctions have hit hard - particularly the ban on charter flights, which usually carry several million russian tourists to the turkish coast each year.",0.0276
die anzahl ist um fast 90 % zurückgegangen.,the number has been over 90%.,the number has slumped by almost 90%.,0.1838
"in russland werden reiseveranstalter und chartergesellschaften erleichtert sein, wenn die flüge wieder aufgenommen werden.","in russia, we will be easier to make","as for russia, tour operators and charter companies here will certainly be relieved when flights eventually resume.",0.0119
sie zählen auf einen spätsaisonalen ansturm ans mittelmeer.,they are counting on a splendid,theyre banking on a late-season rush to the mediterranean.,0.0524
"diese woche prognostizierte das staatsfernsehen billigeres obst und gemüse, sobald die türkischen agrarimporte wieder erlaubt werden.","this week, the state-based fruit and","and even this week, state tv has been predicting cheaper fruit and vegetables once turkish agricultural imports are permitted again.",0.0118
"ein bericht in vedemosti formulierte es folgendermaßen: touristen dort lang, tomaten hier lang.",a report in the view of the opinion of,"tourists that way, tomatoes back here, as a report in vedemosti newspaper phrased it.",0.0681
aber der besuch hatte einen zusätzlichen politischen wert für moskau.,but the visit had an additional political value for,but the visit also had additional political value for moscow.,0.3994
"ankara ist auf den westen wütend, da es dessen reaktion auf die versuchte machtübernahme als schwache antwort betrachtet.",thanksara is alarmed in the west,ankara is angry with the west for what it considers a weak response to the attempted takeover.,0.0153
"dazu kommen der anhaltende groll über das schneckentempo der eu-beitrittsverhandlungen und putin - der erpicht darauf ist, aus der kühlen stimmung nutzen zu ziehen und die beziehung der türkei zum westen zu verringern.","to this end, the continuing grode",add to that its long-standing grudge at the snails pace of talks to join the eu and step in mr putin - who is keen to capitalise on the chill and chip away at turkeys ties with the west.,0.0002
