source,prediction,reference,bleu
"bei frauen überwiegen andere gründe für die flucht: viele stehlen sich heimlich davon, weil sie keinen anderen ausweg sehen.","in women, there are many reasons for the birth: many people are losing their homes because they do not see any other way out. is no other way to do so..","when women flee, other reasons are in the foreground: many women sneak away secretly, because they see no other way out.",0.0609
"in ihrer heimat haben sie erfahrung mit sexueller gewalt, zwangsehen, ehrenmorden, sklaverei oder zwangsprostitution gemacht.","in your home, you have experienced experience of sexual violence, forced, honour, slavery or forced prostitution. is a matter of no longer, they are experienced in their home..","in their home countries, they experienced sexual violence, forced marriage, honour killings, slavery or forced prostitution.",0.1194
auf der flucht geht das weiter.,"this is what is happening. is then then case is a matter of the day, the world is going to be more than the time. is then the commission is doing so..",and it continues even while theyre on the run.,0.0058
"dass schlepper zum beispiel für eine flasche wasser eine sexuelle handlung fordern, ist keine seltenheit, sagt bahr.","the fact that the traffickers of traffickers are asking for a third of water is not a rare thing, is said bahr. is not a matter of a question of sexual action..","it is not a rare occurrence that traffickers request a sexual act in exchange for a bottle of water, for example, says bahr.",0.1027
"und die frauen sind alleine, sie werden nicht von ihren familien geschützt.","and women are alone, they are not protected by their families. is no longer then then case is a matter of the european union. is not a matter of the european union. is a matter of fact","and the woman are alone, unprotected by their families.",0.0339
"wer glaube, dass das ende, sobald sie in deutschland ankämen, irre, erzählt bahr.","anyone who believe that the end when you came to germany is misleading, bahr. is a result is a great deal of a european union. is a matter of fact, the end of the european union is not going.","if you think that this stops as soon as they arrive in germany, youd be wrong, says bahr.",0.0062
auch hier würden alleinstehende frauen in flüchtlingsunterkünften oft als minderwertig betrachtet und schlimmstenfalls missbraucht.,"here too, women in refugee meetings would often be regarded as a small and worst abused. is no longer time, the first time is not a matter of concern. is a matter of fact, is not a matter of urgency..","even in germany, lone women are often seen as inferior in refugee accommodation, and, in the worst cases, they are abused.",0.0138
"das führt dazu, dass etwa 90 prozent der frauen, die in der unterkunft im münchner norden wohnen, traumatisiert sind, schätzt sie.",this leads to the fact that approximately 90% of women who are in the north in the north are traumatised are estimated. is a result is a great deal of the european union. is a matter of fact a great great.,"as a result, around 90 percent of the women living in accommodation in the north of munich are traumatised, she estimates.",0.0333
einige der kinder sind sicher nicht freiwillig entstanden.,"some of children are certainly not voluntary. is no doubt, then the commission has not been able to do so. is a matter of fact, it is not possible to do so..",some of the children were certainly not conceived with the womans consent.,0.0193
"viele frauen seien es so gewohnt, dass sie nichts sagen.","many women are so denied that they do not say anything. is no time is a matter of the european union. is a matter of the commission, then the european union is not a matter of concern to the european commission.","many women are so used to it that they do not say anything, she says.",0.1442
"oder sie trauen sich nicht, offen über das erlebte zu sprechen, weil die scham zu groß ist.","or you did not speak openly about the experience, because the bad thing is too great. is a great thing is a great deal of time. is a great deal.",or they cant bring themselves to talk about what they experienced because they are too ashamed.,0.0088
